property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,host_has_profile_pic,host_response_rate,instant_bookable,name,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds,price
Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",6,2,Real Bed,strict,TRUE,LA,"My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups. Close to the prestigious Marina del Rey & Fisherman's Village, shop, dine, & catch the latest blockbuster at the 3-story Villa Marina Marketplace. Just off Highways 90 & 1. Bike ride at Marvin Braude Bike Path which runs from Marina del Rey through Venice Beach, Santa Monica & Pacific Palisades. Wear your favorite swimwear at the famous Venice Beach. My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups. Close to the prestigious Marina del Rey & Fisherman's Village, shop, dine, & catch the latest blockbuster at the 3-story Villa Marina Marketplace. Just off Highways 90 & 1. Bike ride at Marvin Braude Bike Path which runs from Marina del Rey through Venice Beach, Santa Monica & Pacific Palisades. Wear your favorite swimwear at the famous Venice Beach.",TRUE,0.99,TRUE,Luxury 2 Bedroom Apartment in Convenient Location,0,NA,90292,2,4,198.99999999999997
House,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Smartlock}",4,1,Real Bed,strict,TRUE,LA,"Rare large garden oasis quaint vintage Venice house set one block between Venice Canals and the beach! You’ll love the quiet peaceful garden, many great restaurants and shops around the corner, and the beach. Good for couples, solo adventurers, and business travelers. Peaceful and quiet spot located around the corner from more excitement. Classic exterior and renovated interior. Explore Venice like a local! Located one block between the famous Venice canals and the beach with a large 3 tier garden perfect for outdoor entertaining. Large round day bed, dining table seating 8, and comfy couches seating 8. Venice pier few minutes walking distance away which is a great spot for surfing or immediate access to the bike path. Entire private outdoor 3 tier garden with dining table seating 8, garden entertaining area with round daybed and 2 comfortable couches, bathtub, washing machine, dryer, dishwasher. Parking spot also available for longer stays. When I am in town I am available as much or ",TRUE,1,FALSE,Rare Venice canals garden oasis!,2,100,90291,2,2,195
Apartment,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",3,1,Real Bed,flexible,TRUE,LA,"Blocks from the beach, my place is close to the Santa Monica Farmer's Market, Third Street Promenade and mall, great coffee houses, markets and restaurants. You’ll love my place because of the neighborhood, it's proximity to the beach and the mall, central location. Use available bike cruiser to get around all over Santa Monica.",TRUE,1,FALSE,Cozy Cottage type apt in prime Santa Monica,1,100,90401,1,1,129.99999999999997
House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,Bathtub}",4,1,Real Bed,strict,TRUE,LA,"Have your own home and yard in Venice Beach. Most studios or guest houses in Venice Beach offer little to no outdoors to enjoy. The cozy house is a short walk to Abbot Kinney and the famous Gjlena restaurant, boutique shopping and people watching. Stroll thru the famous Venice canals just a 15 minute walk. Washington will lead you to the beach with a 5 minute drive or 20 minute walk. The home is good for couples, solo adventurers, business travelers, families, and furry friends. Enjoy the Boho Chic decor. Desk and high speed WIFI for those who need to work. Back yard to sit under the lemon tree and read a book or recline in the hammock. 135 channel analog HDTV. Full size kitchen for all cooking needs. There are 2 beds and 1 bedroom. The 2nd bed is a cute firm daybed in the living room as seen in the photos. Dimensions approximately 30x68in. More suited for a small person. There is also a sofa for a fourth. You can access everything within the house and yard except for the garage. You c",TRUE,0.93,TRUE,Cozy stand alone house in Venice Beach w/ f/b yard,12,100,90291,1,1,133.99999999999997
Apartment,Shared room,"{Internet,""Wireless Internet"",Kitchen,Gym,""Pets live on this property"",""Elevator in building"",""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron}",2,NA,Real Bed,flexible,TRUE,LA,"This is 1 bedroom apartment and you will be sharing the bathroom with me and my lovely kitten. The room has everything you need for short stay including wi-fi access,kitchen ,washing machine,toaster,outside area gas grill,gym,laundry and many cafes! It's by the beach,cafes, Pier at the heart of Santa Monica I love interacting with my guest and share all information which can be useful for them. It's very safe and fancy area with restaurants,bars and by the ocean There are buses and bikes I also can pick you up from the airport for 50$ if needed.",TRUE,0.5,FALSE,Cozy living room by the beach,2,80,90401,1,1,79
Apartment,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Self Check-In"",Lockbox}",4,1,Real Bed,moderate,TRUE,LA,"Brand NEWLY renovated beach apartment, with new floors, lighting, paint and new furniture etc. It is steps from the beach and 5 minute walk to Venice pier. This beach pad is the perfect place for people visiting LA for WORK, PLEASURE, SOLO with FAM or SIGNIFICANT OTHERS. The beach! Semi- private beach access with VOLLEYBALL COURTS, BEACH, SAND, BIKE PATHS. Quiet beach and about a 5 minute walk (along the beach) to the Venice pier. There you'll find shops, restaurants, Starbucks, cafes, bars and bike rental shops! It is the best area in LA. Soak in the CALI BEACH LIFE! - street parking  - steps to beach - 5 minute walk to Venice pier, shops and restaurants.  - 10 minute walk to Venice canals - bike all beach Beach towels and bath towels provided. Ground floor. Note: the kitchen is a kitchenette (not a full kitchen).",TRUE,1,FALSE,Newly Renovated Coastal Beach Pad,7,100,90292,1,1,150.00000000000009
Apartment,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Hair dryer"",""Laptop friendly workspace""}",3,1,Real Bed,strict,TRUE,LA,"Comfy apartment in an amazing complex with all the amenities you could want. With the gorgeous salt water, heated pool, club houses (2), fitness center, and yoga studio, you never have to leave! Within walking distance to restaurants and movie theaters. Just a short cab to beaches, Santa Monica, the Promenade mall, and much more. We're happy to help with planning your visit!",TRUE,0.9,FALSE,Entire apartment in Marina Del Rey,0,NA,90292,1,1,150.00000000000009
Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",3,1,Real Bed,moderate,TRUE,LA,"The apartment is located in prime location, you will have the whole unit to yourselves. 3rd st and Promenade is 2 blocks away and the Santa Monica pier is half a mile away. Big bedroom with a window view of the street.",TRUE,0.72,FALSE,"Apartment ready, 3rd st promenade",43,89,90401,1,1,127.99999999999997
Boat,Private room,"{TV,Internet,""Wireless Internet"",Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,flexible,FALSE,LA,"Climb aboard Serenity - a 34' Catamaran - and enjoy all that Marina del Rey & coastal Southern CA has to offer … from the bustling excitement of the harbor & marina to serene sunsets … stunning views from “the other side” of Venice, Santa Monica & Malibu to dolphins, sea lions & more! Whether you’re an Old Salt or Just Curious to see what it’s like to live-aboard a sailboat, you will love the comfort and spacious feel of Serenity. She’s still a sailboat, so don’t set your expectations too high! Climb aboard Serenity - a 34' Gemini 105Mc Catamaran - and enjoy all that Marina del Rey and coastal Southern CA has to offer … from the bustling excitement of the harbor and marina to serene sunsets … stunning views from “the other side” of Venice, Santa Monica and Malibu to dolphins, sea lions and the occasional whale … Tour the marina using the included kayaks, or water taxi (when available) / uber across to the many restaurants at Fisherman’s Village or Marina Square. Whether you’re an Old S",TRUE,1,FALSE,Private Room - Catamaran Sailboat - Marina del Rey,19,100,90292,1,1,144.99999999999997
House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}",4,1,Real Bed,strict,TRUE,LA,"Beautiful Venice Beach guest house in the heart of town, off of Rose and a minute from Whole Foods. A large and peaceful guest house with beautiful skylights and natural light. Large open studio space with one queen bed and another full bed on a small loft. A serene and beautiful garden with fire-pit, reading day-bed, breakfast table on the deck, and more. This home is ideally located in the center of Venice. Just a stroll away from great boutique shopping & dining on Rose, Abbot Kinney, Main St. and the Venice Boardwalk. The Santa Monica promenade is a bike ride away as well as the Venice Skate Park, Muscle Beach, the Venice Canals, and the Santa Monica Pier. Amenities/perks:  - 2 beds (+ sofa bed) - Flat-screen TV & WIFI - Washer & dryer - Fully equipped kitchen - Fresh towels and sheets - Hardwood floors with high ceilings - Beautiful garden with fire-pit, day-beds, & breakfast table  - Private entrance Thank You! The yard is very large with different activity areas. It is shared wi",TRUE,1,FALSE,Venice Beach Modern Guest House,4,100,90291,0,2,164.9999999999998
Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",7,2,Real Bed,strict,TRUE,LA,"PICTURES WITH FURNITURES COMING SOON!!!  Our spacious TWO bedroom Loft is a comfortable oasis situated in the heart of Venice Beach, just two blocks from the sand, two blocks from Abbot Kinney and steps to Main Street. Enjoy a fully renovated gourmet kitchen, brand new bathrooms, breezy bedrooms, and large, inviting living/dining space. KITCHEN: Fully equipped gourmet kitchen with stainless steel appliances (dishwasher, range with vented hood, full sized refrigerator, built-in microwave, blender, toaster, coffee maker, Nespresso). It features sleek Caesarstone quartz counter tops and plentiful cabinet space. Eco-friendly, organic and natural soaps and detergents provided. BATHROOM: Spacious, elegant bathrooms is gorgeously updated while preserving the original Craftsman details., pristine subway tile, deep soaking tub, fluffy robes, bath sheets and extra towels. Tons of storage space in an authentic built-in for long-term stays. Hair dryer and all essential high-end toiletries provided",TRUE,0.98,TRUE,LOCATION !!! VENICE BEACH ! LUX+CHIC 2 BEDROOM,0,NA,90291,2,5,179
