fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7.159872031072155
6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6.307699922705069
6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,6.7900516632944345
6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,5.762985198991373
6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,6.840777333360165
6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6.089185561053455
6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6.322381964419037
6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,5.497748559806496
8,0.28,0.32,7.6,0.045,61,204,0.99543,3.1,0.55,10.1,6.186190746491775
6.7,0.24,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8,5.294411463662982
7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6.622162791201845
7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6.292164040263742
6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6.109013366745785
7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,6.875225476687774
6,0.2,0.24,5.3,0.075,49,201,0.99466,3.21,0.43,9.5,5.692374812439084
6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6.8536506104283035
7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,4.953922197921202
7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,4.944981466513127
6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,5.019994941074401
8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,5.3959682553540915
6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5.264537950977683
6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5.512923778500408
6.9,0.26,0.31,7,0.039,37,175,0.99376,3.32,0.49,11.4,6.761394624365494
6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5.060380978742614
6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8,5.933004368329421
8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,4.348941624397412
8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,4.411797893466428
8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,6.961146477609873
7.4,0.4,0.41,14.1,0.053,37,194,0.99886,3.2,0.63,9.4,6.53107291390188
6.6,0.32,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7,6.338511943118647
7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,7.630754733923823
6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,6.1217387658543885
8,0.27,0.57,10.4,0.053,18,134,0.99732,3.12,0.68,9,5.897468667477369
6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2,6.516708622220904
6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4,6.809465241851285
5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,6.893707564566284
6.9,0.34,0.36,1.4,0.032,13,145,0.99214,3.07,0.52,9.8,5.379574816906825
6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3,7.05728610092774
7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7.345732118235901
7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,6.399817127734423
7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5,6.60648921946995
7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7.680047110188752
6.3,0.24,0.55,8.1,0.04,67,216,0.99596,3.24,0.5,9.2,5.206941357348114
7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5.976009123958647
6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7.027561939321458
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8.269077365519479
8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,5.302370273740962
7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5.935671792831272
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8.606256389291957
6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7.332545453216881
7.3,0.16,0.35,1.5,0.036,29,108,0.99342,3.27,0.51,10.2,6.559661860810593
6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8,6.1512662577442825
6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9,5.45740777393803
5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,6.1283271331340075
6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4.061590532306582
6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4.41250801156275
6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,5.546634909696877
6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7,7.491058575920761
9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6.60495029296726
6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6.373384794220328
5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6.978813800495118
5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6.853651417652145
6.2,0.27,0.18,1.5,0.028,20,111,0.99228,3.41,0.5,10,5.007975502405316
9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,5.575165657326579
9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6.1537614380940795
8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,5.457859562477097
6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6.629928176524118
6.9,0.32,0.3,1.8,0.036,28,117,0.99269,3.24,0.48,11,6.27340256026946
7.2,0.22,0.24,1.4,0.041,17,159,0.99196,3.25,0.53,11.2,6.105956816347316
6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,5.09748499142006
6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,5.964980545453727
6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6.025037269107997
7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3,5.896651475224644
6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,5.584497084841132
6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6.662530409405008
6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4,5.51010647113435
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7.247184541076422
6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7.913877116749063
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7.572299087420106
7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,5.614510214887559
6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7.535068952245638
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7.787337691057473
5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,5.764624916249886
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6.5163466243539006
6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,5.303714112844318
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6.206586091313511
5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,5.442298736190423
6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6.6139544122852385
7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,5.651818849612027
6.9,0.21,0.24,1.8,0.021,17,80,0.98992,3.15,0.46,12.3,7.632991570280865
6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5.7214118868578225
6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,6.20685201860033
6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,6.387296663597226
6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5.488532264251262
7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1,6.309967189095914
7,0.14,0.28,1.3,0.026,10,56,0.99352,3.46,0.45,9.9,5.977292031282559
6.3,0.34,0.36,4.9,0.035,31,185,0.9946,3.15,0.49,9.7,5.822308811126277
6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,5.129392803646624
6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,6.471291459398344
6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5.929513677023351
6.7,0.25,0.36,8.6,0.037,63,206,0.99553,3.18,0.5,9.6,5.145485169021413
5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,7.410185078158975
6.4,0.28,0.56,1.7,0.156,49,106,0.99354,3.1,0.37,9.2,6.082126059802249
7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,5.930871162796393
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7.818343711318448
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7.19959935056977
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7.626656705047935
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7.473611156689003
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7.633707299362868
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7.622188438428566
5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,6.888945777434856
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7.455177711555734
7.2,0.615,0.1,1.4,0.068,25,154,0.99499,3.2,0.48,9.7,4.909352029208094
6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,6.744968253886327
6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,7.75810259161517
7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,5.4337395175825804
6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8,5.03502028924413
5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,7.886644271435216
8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6,5.3397515611723065
7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5.567659859545529
6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6.037586441030726
7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5.755663076648489
6.9,0.32,0.27,16,0.034,58,185,0.99938,3.34,0.6,9,6.874211301328614
6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,7.117900635348633
6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,5.246564621338621
6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6.255144007969648
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7.008231374202296
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7.862035022350028
7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6.411076029762626
7.2,0.2,0.36,2.5,0.028,22,157,0.9938,3.48,0.49,10.6,6.694548860192299
8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8,6.319065928924829
7.5,0.25,0.32,8.2,0.024,53,209,0.99563,3.12,0.46,10.8,6.445947548607364
7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6.807558442465961
6.3,0.27,0.46,11.1,0.053,44,177,0.99691,3.18,0.67,9.4,5.456687410129234
6.5,0.3,0.39,7.8,0.038,61,219,0.9959,3.19,0.5,9.4,5.339159182505682
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7.774845553096384
6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5.975949590560049
6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5.411452061962336
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7.677332675550133
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7.529874813975766
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7.128554932540283
6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7.04988653678447
6.6,0.35,0.35,6,0.063,31,150,0.99537,3.1,0.47,9.4,6.037202493054792
6.5,0.28,0.28,20.4,0.041,40,144,1.0002,3.14,0.38,8.7,5.961969197029248
6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5.347073543118313
6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7.778152305399999
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7.221677574561909
6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5.7973767588846385
4.5,0.19,0.21,0.95,0.033,89,159,0.99332,3.34,0.42,8,5.3519548678305
8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,7.028360308846459
7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,7.644185219891369
7,0.24,0.24,9,0.03,42,219,0.99636,3.47,0.46,10.2,6.491687970235944
5.8,0.6,0,1.3,0.044,72,197,0.99202,3.56,0.43,10.9,5.266064269701019
5.9,0.445,0.26,1.4,0.027,23,109,0.99148,3.3,0.36,10.5,6.341294084908441
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7.068873567506671
6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,5.084351031342521
7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5.947317291516811
8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5.766518822405487
8.2,0.32,0.26,2.1,0.062,26,87,0.98974,3.1,0.47,12.8,6.958930435823277
7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5.891422909218818
8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5.991813033353537
7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8,6.290054878918454
9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,6.781918759923428
7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8,6.409360554069281
6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,5.376792240189388
7.6,0.23,0.4,5.2,0.066,14,91,0.99488,3.17,0.8,9.7,5.956502066459507
8.1,0.33,0.22,5.2,0.047,24,151,0.99527,3.22,0.47,10.3,5.505602411692962
7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6.049491121433675
6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,7.1325500793755054
5.7,0.18,0.36,1.2,0.046,9,71,0.99199,3.7,0.68,10.9,7.771628543268889
5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,5.818772388622165
6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,6.376752421725541
7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6.043320432072505
7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,5.45409937412478
6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,5.095859679626301
7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,7.270608277758583
6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7,5.934125231113285
6.9,0.4,0.22,5.95,0.081,76,303,0.99705,3.4,0.57,9.4,5.8636127091012895
6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1,5.999135590158403
7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,4.129835810977966
6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1,7.545290163718164
6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,7.8321282274555415
7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,6.9684087100904435
6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,6.920206812908873
7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,6.157026538159698
7,0.23,0.33,1,0.043,46,110,0.99118,3.04,0.65,10.8,6.050331325037405
8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,8.832368372939527
6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5,7.129891496384516
8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,5.383599351160228
5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7.722922506509349
6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,7.058149113319814
9.6,0.655,0.21,2,0.039,21,120,0.99188,3,1,12.6,6.169458043994382
6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,5.382069963729009
5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7.244616304989904
5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,7.416945653269067
7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5,7.328032422810793
7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,6.128030170220882
7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3,7.365241080289707
7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,7.596233303193003
7.6,0.1,0.33,1,0.031,33,93,0.99094,3.06,0.68,11.2,6.759189625969157
6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,6.539114581421018
7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5.273252422688529
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6.935988927492872
8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6.535598278744146
7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,6.8706707414239645
7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,6.76958919968456
7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5.699304988374934
6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,6.061733939219266
7,0.16,0.36,2.6,0.029,28,98,0.99126,3.11,0.37,11.2,7.76484923181124
8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6.2452127321157604
6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2,5.11770619195886
7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,6.8050485455896705
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6.982870647450909
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6.353265274781734
6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6.086485728621483
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6.005621028598398
6.7,0.23,0.25,1.6,0.036,28,143,0.99256,3.3,0.54,10.3,6.439660622505471
6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6.19549890817143
5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,6.058029072359204
6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,6.792757481802255
7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8,5.312477080849931
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6.334839381976053
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6.985416634939611
6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,7.342872234759852
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5.694279602961615
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5.442051786929369
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5.363898447249085
6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6.764073190279305
6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,6.775704453932121
7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,6.311681134393439
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5.260426334571093
6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6.68294800654985
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5.724655324593186
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5.7167296735569835
5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,5.437518932158127
6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,5.154134820681065
6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6.107725620735437
6.8,0.24,0.37,7.45,0.043,59,188,0.99579,3.2,0.5,9.4,6.475332284811884
7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6.930429544299841
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5.295183213893324
6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8,6.453483486082405
5.2,0.28,0.29,1.1,0.028,18,69,0.99168,3.24,0.54,10,6.661644242005423
7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6.415558458305895
7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,7.065741871949285
8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,5.103921910747886
7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,7.93811858468689
7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,6.939172213897109
7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6.91085165925324
6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,5.144561163149774
5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8,6.199654555413872
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6.661923291394487
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6.251468984177336
6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7.836280291434377
6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,5.181810370180756
7.9,0.51,0.36,6.2,0.051,30,173,0.9984,3.09,0.53,9.7,5.9479400012642145
7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,5.4456969446036965
6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7.86272929282859
7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,6.308172201504931
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6.881274666404352
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6.544841400580481
7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8,7.637220217380673
6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5.030381401302293
6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,7.409299268387258
6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,6.562986998818815
6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5.14009976061061
8,0.23,0.28,2.7,0.048,49,165,0.9952,3.26,0.72,9.5,6.506208353210241
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6.565098185790703
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6.054732385324314
6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,7.709188433596864
7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,6.608715636655688
7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6.151374123990536
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8.521911900024861
7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6.793312483699992
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8.40882313461043
6.8,0.17,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12,6.3158619368914515
7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,6.494727618526667
5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,8.648930004099384
5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,5.649862468475476
6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2,5.50230258400552
8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,6.635600552894175
5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,5.3628274030052125
5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,6.333011443726718
7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,6.041217970428988
7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,6.874964723130688
6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,5.5185650093480945
7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5.485429010121152
7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6.131040825042874
